card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
4041200,Kia Sportage LX,2023,20000-29999,28900,"1740 U.S. 60 Republic, MO 65738",Y,Y,N,KNDPUCAF1P7041200,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",25559,mi.,suv,All-wheel Drive,Snow White Pearl,Yes,None reported,,No,"Backup Camera, Keyless Access with Push Button Start, Automatic Headlights, Apple CarPlay, Android Auto, Voice Recognition, Bluetooth Hands-Free, ONE OWNER, MP3. CARFAX One-Owner. Clean CARFAX. 2023 Kia Sportage LX AWD 8-Speed Automatic I4 Snow White Pearl 23/28 City/Highway MPG The BIG QUESTION is|…|why buy from Corwin Ford Lincoln Republic. Corwin is a family owned and operated business. We have been in business for over 100 years. Our select Certified inventory takes the risk out of buying a car at the same live market price. All our preowned vehicles get 172 point inspection by certified technicians. You get a Vehicle History Report. Now that's a deal! What is Live Market Pricing? We utilize a 3rd party company, Kelly Blue Book, to help us price preowned vehicles. To not be just the best price, but the best value price. Which in turn takes the haggle out of buying a car. Saving you TIME and MONEY. Remember if it does not say Corwin on the back of the car, you've probably paid to much. We proudly serve Republic, Ozark, Nixa, Fair Grove, Pleasant Hope, Billings, Clever, Springfield, Aurora, Branson, Marshfield, and the greater Springfield Missouri area. Corwin Price does not include Admin fee of $565 or optional Data Dots $299.",2023-05-04T08:51:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L968158,Hyundai Kona SEL,2023,20000-29999,26600,"4011 E-I35 Denton, TX 76210",Y,Y,N,KM8K62AB5PU968158,OTHER,"",2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",865,mi.,suv,Front-wheel Drive,Ultra Black,,None reported,Yes,Yes,"Remember to mention this ad to receive Eckert Hyundai's LOW NO HAGGLE price! Eckert Hyundai welcomes all types of credit: bankruptcy, foreclosures, repossessions, with little to no money down! Rates as low as 2.9% for qualified buyers! Certification available on any 2010 Hyundai and newer with under 60k miles! Contact Eckert Hyundai for details!",2023-05-04T08:44:52.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
4N16233A,Toyota Corolla Hybrid LE,2023,20000-29999,28989,"3178 Peters Creek Parkway Winston Salem, NC 27127",Y,Y,Y,JTDBCMFE5P3005391,Automatic CVT,CVT,1.8L I4 16V MPFI DOHC Hybrid,1800.0,Hybrid,"",8659,mi.,sedan,Front-wheel Drive,Classic Silver Metallic,Yes,None reported,,Yes,"Toyota Certified 100k Warranty, ONE OWNER, 2 SETS OF KEYS, BACKUP CAMERA, BLUETOOTH, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, AM/FM radio: SiriusXM, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bi|…|n, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Safety Connect (up to 10-year trial subscription), Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Fully automatic headlights, Illuminated entry, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Premium Fabric Seat Trim, Radio data system, Radio: 8 Toyota Audio Multimedia, Rear anti-roll bar, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Speed control, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Wheels: 16 Wide Vent Steel. Classic Silver Metallic FWD CVT 1.8L DOHC 16V VVTCertified. Toyota Certified Used Vehicles Details: Warranty Deductible: $0 Vehicle History Transferable Warranty Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from TCUV purchase date Roadside Assistance Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date 160 Point InspectionClean CARFAX. CARFAX One-Owner.2023 Toyota Corolla Hybrid LE",2023-05-04T08:40:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PL487492,Nissan Kicks SV,2023,20000-29999,24988,"1501 E Kemper Rd Cincinnati, OH 45246",Y,Y,N,3N1CP5CV6PL487492,Automatic CVT,CVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",1017,mi.,suv,Front-wheel Drive,2 Tone Blue / Black,Yes,None reported,,Yes,"Only 1,017 Miles! Delivers 36 Highway MPG and 31 City MPG! This Nissan Kicks boasts a Regular Unleaded I-4 1.6 L/98 engine powering this Variable transmission. ELECTRIC BLUE METALLIC/SUPER BLACK, CHARCOAL, CLOTH SEAT TRIM, [L92] CARPETED FLOOR MATS W/CARGO MAT. This Nissan Kicks Features the Followi|…|ng Options [E10] SPECIAL PAINT - ELECTRIC BLUE/SUPER BLACK, [B92] SPLASH GUARDS GRAIN (4 PIECE), Wheels: 17' Alloy, Vehicle Dynamic Control (VDC) Electronic Stability Control (ESC), Variable intermittent wipers, Urethane Gear Shifter Material, Trip Computer, Transmission: Xtronic CVT (Continuously Variable), Traction Control System (TCS) ABS And Driveline Traction Control, Torsion Beam Rear Suspension w/Coil Springs. Visit Us Today A short visit to Busam Nissan located at 1501 E Kemper Rd, Cincinnati, OH 45246 can get you a reliable Kicks today!",2023-05-04T08:38:11.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
51180A,Toyota Camry LE,2023,20000-29999,27000,"13052 Marie Garris Rd Matthews, NC 28105",N,Y,N,4T1R11AK3PU101204,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",11283,mi.,sedan,Front-wheel Drive,Ice,Yes,At least 1 accident or damage reported,Yes,Yes,"PRICE REDUCED!, LIFETIME LIMITED WARRANTY, ONE OWNER. Standard & Optional Features: 4-Wheel Disc Brakes, 6 Speakers, 7.5J x 17 Alloy Wheels, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Auto High-beam Headlights, Automatic temperature control,|…|Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Safety Connect (1-year trial), Exterior Parking Camera Rear, Fabric Seat Trim, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Illuminated entry, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio data system, Radio: Audio, Rear anti-roll bar, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, and Variably intermittent wipers. We offer Market Based Pricing, so please call to check on the availability of this vehicle. We'll buy your vehicle even if you don't buy ours -Jimmy At Scott Clark Toyota our team is committed to earning your business for life! Please call or email us to schedule a test drive or simply stop on in today! All prices plus tax, tag & administrative fee. Internet price does not include any dealer added accessories",2023-05-04T08:32:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
11426P,Hyundai Kona N Line,2023,20000-29999,29511,"3496 Route 6 Middletown, NY 10940",Y,Y,N,KM8K3CA30PU932305,Automatic,Automatic,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",710,mi.,suv,All-wheel Drive,V7U,Yes,None reported,,Yes,"======: CARFAX 1-Owner, LOW MILES - 710! FUEL EFFICIENT 32 MPG Hwy/27 MPG City! Heated Seats, Navigation, Sunroof, Onboard Communications System, iPod/MP3 Input, Satellite Radio, Alloy Wheels, All Wheel Drive, Turbo Charged, Back-Up Camera ======WHY BUY FROM US: We believe that our customers are as|…|special as our cars, so we take car shopping to a whole new level. Stop by to see how we have transformed the Lexus experience. From the purchase of your new vehicle to the time you need it serviced or repaired, we offer the kind of customer service all great dealerships aspire to. ======OPTION PACKAGES: CARPETED FLOOR MATS. Fuel economy calculations based on original manufacturer data for trim engine configuration.",2023-05-04T08:35:20.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
514133,Hyundai Elantra N Line,2023,20000-29999,27999,"17325 East Highway 50 Clermont, FL 34711",Y,Y,N,KMHLR4AF7PU514133,7-Speed DCT Automatic,DCT,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",174,mi.,sedan,Front-wheel Drive,Onyx Black,Yes,None reported,,Yes,"PRICE INCLUDES RECONDITIONING, BLIND SPOT DETECTION, BLUETOOTH HANDS FREE PHONE SYSTEM, LANE KEEP ASSIST SYSTEM, LEATHER SEATING, NAVIGATION, NAVIGATION THROUGH APPLE CARPLAY/ANDROID AUTO, 7-INCH TOUCHSCREEN, BACK UP CAMERA, HEATED FRONT SEATS, BLIND-SPOT CO|…|LLISION WITH LANE CHANGE ASSIST, REAR CROSS-TRAFFIC COLLISION WARNING, NO DEALER FEES!!, 4.8 STARS GOOGLE BUSINESS REVIEW, 173 POINT INSPECTION, ANDROID AUTO & APPLECARPLAY, Alloy wheels, Apple CarPlay & Android Auto, Auto High-beam Headlights, Automatic temperature control, Delay-off headlights, Exterior Parking Camera Rear, Front dual zone A/C, Fully automatic headlights, Heated front seats, Heated Front Sport Bucket Seats, Navigation System, Power driver seat, Power moonroof, Remote keyless entry, Steering wheel mounted audio controls, Variably intermittent wipers. I4 Clean CARFAX. Odometer is 5974 miles below market average! HYUNDAI CERTIFIED PRE-OWNED, LOW APR FINANCING, NO HIDDEN FEES! Hyundai Certified Pre-Owned includes the remainder of the 10 Year/100,00 Mile CPO Powertrain Limited Warranty, Comprehensive 150 Point quality assurance inspection, 10 Year/Unlimited Mile 24/7 Roadside Assistance, Rental car and travel interruption reimbursement for covered repairs, and complete CARFAX Vehicle History Report. JUST ADD TAX, there are no dealer fees! Join the Movement to a Better Way to Buy a Car! Located conveniently just West of Orlando at 17325 FL-50, Clermont, FL.",2023-05-04T08:33:57.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
F8119A,Kia Soul LX,2023,20000-29999,21700,"868 GA-515 Jasper, GA 30143",Y,Y,N,KNDJ23AU9P7857646,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",980,mi.,hatchback,Front-wheel Drive,Steel Gray,Yes,None reported,Yes,Yes,"Super Clean , Local Trade In, One Owner, Clean Carfax, Apple car play/ Android auto, Low Mileage, Front bucket seats with center console, Bluetooth/Hands Free, Rear back up camera, Lane monitor, Power windows and locks, Spotless inside and out, and Well|…|maintained Shottenkirk Ford of Jasper is pleased to offer you this exceptional 2023 Kia Soul. This LX Soul Exterior is finished in Steel Gray and the interior is finished in Black/Gray w/Woven & Tricot Cloth Seat Trim. CARFAX One-Owner. Clean CARFAX. 29/35 City/Highway MPG 2023 Kia Soul LX IVT FWD 2.0L I4 DOHC Shottenkirk Customer Care is included in all Purchases! 6 Months or 6000 Miles Powertrain Coverage, 1 Year Paintless Dent/Ding Removal - One year Windshield Repair, see dealer for complete details in store or at www.shottenkirkfordjasper.com Another fine automobile offered by Shottenkirk Automotive Group Online All the Time!",2023-05-04T08:50:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PN309196PB,Nissan Altima 2.5 S,2023,20000-29999,24500,"1800 Maplelawn Troy, MI 48084",Y,Y,Y,1N4BL4BV4PN309196,Automatic CVT,CVT,2.5L,2500.0,Gasoline,"",7382,mi.,sedan,Front-wheel Drive,Brilliant Silver,Yes,None reported,,No,"2.5 S trim, BRILLIANT SILVE exterior and CHARCOAL interior. EPA 39 MPG Hwy/27 MPG City! ONLY 7,382 Miles! Blind Spot Monitor, Remote Engine Start, Bluetooth, Back-Up Camera, [B10] BODY-COLORED SPLASH GUARDS, iPod/MP3 Input. ======KEY FEATURES INCLUDE: Back-Up Camera, iPod/MP3 Input, Bluetooth, Remot|…|e Engine Start, Blind Spot Monitor Nissan 2.5 S with BRILLIANT SILVE exterior and CHARCOAL interior features a 4 Cylinder Engine with 188 HP at 6000 RPM. ======OPTION PACKAGES: BODY-COLORED SPLASH GUARDS. Horsepower calculations based on trim engine configuration. Fuel economy calculations based on original manufacturer data for trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",2023-05-04T08:22:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HP13818,Kia Forte LXS,2023,20000-29999,24495,"428 Pleasant St Fall River, MA 02721",Y,Y,N,3KPF24AD1PE516978,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",11625,mi.,sedan,Front-wheel Drive,Currant Red,Yes,None reported,,No,"CARFAX One-Owner. Clean CARFAX. 150 Point Inspection, Bluetooth, Back Up Camera, Navigation, Lane Departure Warning, Lane Keep Assist, Keyless Entry, Lane Following Assist, Driver Attention Warning & High Beam Assist, Rear Occupant Alert, Forte LXS, 4D Sedan, 2.0L 4-Cylinder MPI, IVT, FWD, Currant R|…|ed, Black Cloth. Currant Red 2023 Kia Forte LXS 4D Sedan FWD IVT 2.0L 4-Cylinder MPI 28/39 City/Highway MPG Here at Empire Automotive Group, we offer a great experience to our customers by guiding you to your wants and needs in a Car, Truck, or SUV. Our team at Empire is dedicated to our customers and we have a no pressure environment. Call us at 508-673-7646. Visit us online at www.Empirehyundai.com or in person at 428 Pleasant St Fall River, MA 02721.",2023-05-04T08:39:26.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
MP894CPO,Kia Soul LX,2023,20000-29999,22990,"12840 Auto Mall Dr Moreno Valley, CA 92555",Y,Y,Y,KNDJ23AU3P7187625,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",13612,mi.,hatchback,Front-wheel Drive,Steel Gray,Yes,None reported,,No,"Certified. Steel Gray 2023 Kia Soul LX FWD IVT 2.0L I4 DOHC 3-Day Hassle-Free Return Policy, 16 Alloy Wheels, Blind-Spot Collision-Avoidance Assist, Lane Change Assist, LX Technology Package, Rear Cross-Traffic Collision Avoidance Assist. Recent Arrival! 29/35 City/Highway MPG Kia Certified Pre-Owne|…|d Details:  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) Platinum Coverage from certified purchase date  Includes Rental Car and Trip Interruption Reimbursement. 3 month Sirius trial subscription  Roadside Assistance  Vehicle History  Transferable Warranty  165 Point Inspection  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Warranty Deductible: $50",2023-05-04T08:38:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
WB5118L,Mitsubishi Eclipse Cross LE,2023,20000-29999,27296,"3400 Highway 61 White Bear Lake, MN 55110",N,N,N,JA4ATVAA4PZ001846,Automatic CVT,CVT,1.5L I4 16V GDI DOHC Turbo,1500.0,Gasoline,"",8103,mi.,suv,Four-wheel Drive,Diamond Red,No,None reported,,No,"Clean CARFAX.|Red Diamond 2023 Mitsubishi Eclipse Cross LE 4WD|4 Speakers, Air Conditioning, Android Auto & Apple CarPlay, Automatic temperature control, Heated Front Bucket Seats, Power windows, Radio: AM/FM 8.0 Smartphone-Link Display Audio, Remote keyless entry, Wheels: 18 Black|…|Painted Alloy.|Why do our guests love buying vehicles from White Bear Mitsubishi? It could be our numerous 5-star reviews on Google or our transparent, best price first pricing promise. Maybe it's the fact that most of our vehicles qualify for a seven-day return policy or 30 day exchange or that our salespeople are not paid on commission. Come see why people love buying cars at White Bear Mitsubishi!",2023-05-04T08:39:51.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K107681A,Kia Soul GT-Line 2.0L,2023,20000-29999,25000,"2535 Lincoln Hwy E Coatesville, PA 19320",Y,Y,N,KNDJ53AU2P7192158,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",3003,mi.,hatchback,Front-wheel Drive,Surf Blue,Yes,None reported,,Yes,"Certified. 2023 Kia Soul GT-Line CARFAX One-Owner. Clean CARFAX. Don't miss your chance to save HUGE $$ on quality Pre-Owned vehicles at Jim Sipala's KIA of Coatesville. 28/33 City/Highway MPG Kia Details:  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) Platinum Coverage from certif|…|ied purchase date  Includes Rental Car and Trip Interruption Reimbursement. 3 month Sirius trial subscription  Roadside Assistance  Warranty Deductible: $50  Vehicle History  165 Point Inspection  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Transferable Warranty",2023-05-04T08:55:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PW408741A,Nissan Rogue SV,2023,20000-29999,29747,"6600 State Hwy 121 Frisco, TX 75034",N,N,Y,JN8BT3BA5PW408741,Automatic CVT,CVT,1.5L I3 12V GDI DOHC Turbo,1500.0,Gasoline,"",1765,mi.,suv,Front-wheel Drive,Black,No,None reported,,No,"2023 Nissan Rogue SV Navigation/GPS, 1-Owner, Nissan Certified, Just Traded In, Alloy Wheels, Remote Start, 4D Sport Utility, 18 Aluminum Alloy Wheels, Alloy wheels, Rear Parking Sensors. 4D Sport Utility Odometer is 2240 miles below market average! Certified. Nissan Certified Details:  Roadside As|…|sistance  Vehicle History  Plus 1 Year Pre-Paid Maintenance Included.  Warranty Deductible: $100  Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date  Transferable Warranty  167 Point Inspection FWD Save time at the dealership and complete your deal online with Skip the Lot, Crest Nissan's online buying platform. It's the fastest way to buy a car, by far!",2023-05-04T08:20:54.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L269530,Hyundai Sonata SE,2023,20000-29999,26525,"4011 E-I35 Denton, TX 76210",Y,Y,N,KMHL24JA4PA269530,OTHER,"",2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",1059,mi.,sedan,Front-wheel Drive,Hampton Gray,No,None reported,,No,"Remember to mention this ad to receive Eckert Hyundai's LOW NO HAGGLE price! Eckert Hyundai welcomes all types of credit: bankruptcy, foreclosures, repossessions, with little to no money down! Rates as low as 2.9% for qualified buyers! Certification available on any 2010 Hyundai and newer with under 60k miles! Contact Eckert Hyundai for details!",2023-05-04T08:48:20.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
