card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
U10930L,Hyundai Santa Fe SEL,2023,20000-29999,29998,"360 W Sunrise Hwy Valley Stream, NY 11581",Y,Y,Y,5NMS2DAJ1PH496518,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",3960,mi.,suv,All-wheel Drive,Shimmering Silver Pearl,Yes,None reported,Yes,Yes,"The Finance For amount is reflective after $1995 down, subject to primary lenders approval.Price subject to change. Subject to primary lenders approval. All prices exclude tax, title, $695 dealer fees, tags, license & DMV. Must finance through dealer when applicable & take same day delivery.Internet|…|pricing cannot be combined with special low rates or through credit union. Sorry but we cannot extend special Internet pricing without a printed copy of the on-line pricing, and your in-store price may exceed our special on-line pricing. To take advantage of our special Internet discounts, please print this page and present it to your salesperson. Hyundai Certified Pre-Owned Details:  Roadside Assistance  Warranty Deductible: $50  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  173+ Point Inspection  Vehicle History Alloy Wheels, Backup Camera, Bluetooth, CLEAN VEHICLE HISTORY...NO ACCIDENTS, Comfort Package, Convenience Package, License Plate Front Mount Package, PASSES STATE INSPECTION, Power Mirror Package, REMAINDER OF FACTORY WARRANTY, Rear Climate Package, GOOD BRAKES, GOOD TIRES, AWD, Black, Cargo Net, Cargo Package, Cargo Tray, First Aid Kit, Option Group 01. Shimmering Silver Pearl 2023 Hyundai Santa Fe SEL AWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 Odometer is 505 miles below market average!",2023-05-04T08:21:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
2CT4404,Chevrolet Trailblazer LT,2023,20000-29999,27850,"2009 Barnes St Reidsville, NC 27320",Y,Y,N,KL79MPSL0PB024404,Automatic CVT,CVT,1.3L I3 12V GDI DOHC Turbo,1300.0,Gasoline,"",152,mi.,suv,Front-wheel Drive,Sterling Gray Metallic,No,None reported,,No,"Sterling Gray Metallic 2023 Chevrolet TrailBlazer LT FWD CVT 1.3L Ecotec Turbo DOHC SIDI w/VVT 1 Type-A & 1 Type-C USB Charging-Only Ports, 120-Volt Power Outlet, 8 Diagonal Color Touchscreen Display, Cabin Humidity Sensor, Confidence II Package, Convenience Package, Driver & Front Passenger Illumin|…|ated Vanity Mirrors, Inside Rear-View Auto-Dimming Mirror, Preferred Equipment Group 1LT, Rear Park Assist, Single-Zone Auto Climate Control Air Conditioning. Odometer is 3164 miles below market average! 29/33 City/Highway MPG",2023-05-04T08:32:44.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M6203A,Mazda CX-30 CE,2023,20000-29999,29545,"2595 Wardlow Rd Corona, CA 92882",Y,Y,N,3MVDMBCMXPM516288,6-Speed Automatic,Automatic,2.5L I4 16V,2500.0,Gasoline,"",5837,mi.,suv,All-wheel Drive,Polymetal Gray Metallic,Yes,None reported,,Yes,"Want us to come to you? No problem! In case we missed a picture or a detail you would like to see of this 2023 CX-30, we are happy to send you A PERSONAL VIDEO walking around the vehicle focusing on the closest details that are important to you. We can send it directly to you via text or email. We l|…|ook forward to hearing from you! FACTORY CERTIFIED, BLUETOOTH, ANDROID/APPLE CAR PLAY, BACK-UP CAMERA, KEYLESS ENTRY, PUSH START ENGINE, CX-30 2.5 S Carbon Edition, 4D Sport Utility, SKYACTIV 2.5L 4-Cylinder DOHC 16V, 6-Speed Automatic, AWD, Polymetal Gray Metallic, Red Leather, ABS brakes, Active Cruise Control, Alloy wheels, Compass, Electronic Stability Control, Front dual zone A/C, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Leather Seat Trim, Low tire pressure warning, Power moonroof, Remote keyless entry, Traction control. CARFAX One-Owner. Certified. Polymetal Gray Metallic 2023 Mazda CX-30 2.5 S Carbon Edition AWD 6-Speed Automatic SKYACTIV 2.5L 4-Cylinder DOHC 16V 26/33 City/Highway MPG Mazda Certified Pre-Owned Details:  Includes Autocheck Vehicle History Report with 3 Year Buyback Protection. 3 month SiriusXM trial subscription.  Transferable Warranty  Warranty Deductible: $0  Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date  Roadside Assistance  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) after new car warranty expires or from certified purchase date  Vehicle History  160 Point Inspection We develop outstanding relationships where everybody wins! New & Pre-Owned Certified Mazda cars in Corona, Yorba Linda, Riverside, Irvine, Eastvale, Norco, Ontario, Puente Hills. Price does not include dealer installed options, warranties, $85 doc fee or registration Dealer Installed Options: Lojack with 5 years of service Nitro Tire Fill with 3 year tire hazard warranty Door Edge Guards and Handle Cavity Inserts.",2023-05-04T08:34:01.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
S505299A,Toyota Camry LE,2023,20000-29999,26094,"3001 US-19 Holiday, FL 34691",Y,Y,Y,4T1C11AK1PU105631,Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",4226,mi.,sedan,Front-wheel Drive,Predawn Gray Mica,Yes,None reported,,No,"THE BEST NEW CARS MAKE THE BEST USED CARS  Sun Toyota! Great Cars! Great People! Great Prices! At SUN TOYOTA you receive a REAL LIFETIME POWERTRAIN WARRANTY!  UNLIMITED TIME - UNLIMITED MILES honored anywhere in the USA and Canada  This is a TOYOTA CERTIFIED USED VEHICLE! Clean CARFA|…|X. Certified. SUN CERTIFIED, Low Miles, Local Trade, Well Maintained, Dealer Maintained, Carfax Service Records Available, Florida owned, Bought here and traded here, Quite possibly the BEST VALUE on the market for the Money, Here at Sun Toyota, we try to make the purchase process as easy and hassle free as possible, At Sun Toyota we have ALL your Financing needs, Good credit, slow credit, no credit, we can help, One Owner, Toyota Safety Sense-P: Pre-Collision Sys w/Pedestrian Detection, Dynamic Radar Cruise Control, La, FRESH OIL CHANGE AND FILTERS!!!, Camry LE, 4D Sedan, 2.5L I4 DOHC 16V, 8-Speed Automatic, FWD, Predawn Gray Mica, Blk Fabric Fabric, 4-Wheel Disc Brakes, 6 Speakers, 7.5J x 17 Alloy Wheels, ABS brakes, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Auto High-beam Headlights, Exterior Parking Camera Rear, Front dual zone A/C, Fully automatic headlights, Power driver seat, Power windows, Remote keyless entry, Telescoping steering wheel, Tilt steering wheel, Variably intermittent wipers. Predawn Gray Mica LE FWD 8-Speed Automatic 2.5L I4 DOHC 16V28/39 City/Highway MPGToyota Certified Used Vehicles Details: Vehicle History Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from TCUV purchase date Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile Roadside Assistance Warranty Deductible: $0 160 Point Inspection Transferable WarrantyAt Sun Toyota we simplified the way you buy your next new or pre-owned vehicle. First, we give",2023-05-04T08:46:54.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
9AM159R,Hyundai Sonata SEL Plus,2023,20000-29999,29998,"8100 Lakeland Ave N Brooklyn Park, MN 55445",Y,Y,N,KMHL44J2XPA250726,Automatic,Automatic,Intercooled Turbo Regular Unleaded I-4 1.6 L/98,1600.0,Gasoline,27–37 mpg,3657,mi.,sedan,Front-wheel Drive,Hampton Gray,No,None reported,,No,"Only 1,003 Miles! Boasts 37 Highway MPG and 27 City MPG! This Hyundai Sonata delivers a Intercooled Turbo Regular Unleaded I-4 1.6 L/98 engine powering this Automatic transmission. Front And Rear Anti-Roll Bars, OPTION GROUP 01  -inc: standard equipment, MUD GUARDS.|This Hyundai Sonat|…|a Comes Equipped with These Options|HAMPTON GRAY, BLACK, LEATHERETTE SEATING SURFACES  -inc: microfiber inserts, Wheels: 19\" x 8.0J Aluminum Alloy -inc: Machine/gloss black finish, Voice Activated Dual Zone Front Automatic Air Conditioning, Trunk Rear Cargo Access, Trip computer, Transmission: 8-Speed Automatic w/SHIFTRONIC -inc: drive mode select, shift-by-wire, OD lock-up torque converter and paddle shifters, Tires: 245/40R19 AS, Tire Specific Low Tire Pressure Warning, Systems Monitor.|Stop By Today|For a must-own Hyundai Sonata come see us at Walser Hyundai MN020, 8100 Lakeland Ave N, BROOKLYN PARK, MN 55445. Just minutes away!",2023-05-04T08:50:09.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H528791,Dodge Charger SXT,2023,20000-29999,29998,"8505 NW 12th St Doral, FL 33126",N,Y,N,2C3CDXBG1PH528791,Automatic,Automatic,3.6L V6 24V MPFI DOHC,3600.0,Gasoline,"",1257,mi.,sedan,Rear-wheel Drive,Pitch Black Clearcoat,Yes,At least 1 accident or damage reported,,No,"HGreg.com has redefined the car buying experience by putting you in total control with upfront wholesale prices, flexible financing options, and a 3-Day/300 Mile satisfaction guarantee. Our lots are packed with thousands of vehicles for every lifestyle and budget. If you're ready to see how easy the|…|car buying process should be, call now! Priced THOUSANDS below KBB!! This Car is TRUST VERIFIED. With locations in Doral, Broward, Miami, Orlando, Kendall, West Palm Beach and Tampa, HGreg.com is the FASTEST GROWING automotive group in North America.CARFAX One-Owner. Black w/Houndstooth Cloth Sport Seat, Quick Order Package 2EG, 1-Yr SiriusXM Guardian Trial, 276 Watt Amplifier, 2-Piece Shark Fin Antenna, 4G LTE Wi-Fi Hot Spot, 4-Wheel Disc Brakes, 6 Speakers, 8.4 Touchscreen Display, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Anti-whiplash front head restraints, Apple CarPlay, Apple CarPlay/Android Auto, AutoStick Automatic Transmission, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: SiriusXM Guardian, For Details, Visit DriveUconnect.com, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Google Android Auto, GPS Antenna Input, HD Radio, Houndstooth Cloth Sport Seat, Illuminated entry, Integrated Center Stack Radio, Integrated Voice Command w/Bluetooth, Knee airbag, Leather Shift Knob, Low tire pressure warning, Media Hub (2 USB, AUX), Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, ParkView Rear Back-Up Camera, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio: Uconnect 4C w/8.4 Display, Rear anti-roll bar, Rear reading lights, R",2023-05-04T08:41:57.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
KA5762,Nissan Leaf SV PLUS,2023,20000-29999,25995,"25503 Tomball Pkwy Tomball, TX 77375",Y,Y,N,1N4CZ1CV9PC553678,SINGLE SPEED REDUCER,"",Electric,,Electric,"",1418,mi.,hatchback,Front-wheel Drive,Gun Metallic,Yes,None reported,Yes,No,"CARFAX One-Owner. Clean CARFAX. Gun Metallic 2023 Nissan Leaf SV Plus 4D Hatchback FWD 121/98 City/Highway MPG Single Speed Reducer Electric ZEV 214hp Leather Seats, Tow Package. 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Auto High-beam Headli|…|ghts, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: NissanConnect Services, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front fog lights, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Garage door transmitter: HomeLink, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Heated steering wheel, Illuminated entry, Knee airbag, Low tire pressure warning, Navigation system: NissanConnect EV w/Navigation & Services, NissanConnect featuring Apple CarPlay and Android Auto, NissanConnect Services Powered by SiriusXM, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio data system, Radio: NissanConnect EV w/Navigation/SiriusXM, Rear anti-roll bar, Rear Parking Sensors, Rear side impact airbag, Rear window defroster, Rear window wiper, Remote keyless entry, Security system, Siri Eyes Free, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, and Wheels: 17 Machined Finish Aluminum Alloy. Odometer is 2166 miles below market average! 121/98 City/Highway MPG 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy w",2023-05-04T08:53:52.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H30409,Subaru Legacy Premium,2023,20000-29999,28759,"21736 Auto World Circle Sterling, VA 20166",Y,Y,N,4S3BWAF6XP3012576,Automatic CVT,CVT,2.5L H4 16V GDI DOHC,2500.0,Gasoline,"",648,mi.,sedan,All-wheel Drive,Crystal White Pearl,Yes,None reported,,No,"2023 Subaru Legacy Premium AWD 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, All-Weather Floor Liners, AM/FM radio: SiriusXM, Anti-whiplash front head restraints, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Cargo Net, Cl|…|oth Upholstery, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: STARLINK Safety Plus (3-year free trial), Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest w/Storage, Front dual zone A/C, Front reading lights, Fully automatic headlights, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio: Subaru STARLINK 11.6 Multimedia Plus Sys, Rear anti-roll bar, Rear seat center armrest, Rear Seatback Protector, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Splash Guards, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Wheels: 17 x 7.5J Aluminum-Alloy Black. Call directly 571-599-2238 to make an appointment with Pre Owned Sale Manager, William James here at Stohlman Subaru of Sterling! Loudoun County's #1 Subaru Destination! Odometer is 3787 miles below market average! 27/35 City/Highway MPG Call directly 571-599-2230 to make an appointment with Pre Owned Sale Manager, Mike Cerqueira here at Stohlman Subaru of Sterling! Loudoun County's #1 Subaru Destination! .",2023-05-04T08:50:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
KA5758,Nissan Leaf SV PLUS,2023,20000-29999,25995,"25503 Tomball Pkwy Tomball, TX 77375",Y,Y,N,1N4CZ1CV8PC553655,SINGLE SPEED REDUCER,"",Electric,,Electric,"",1420,mi.,hatchback,Front-wheel Drive,Brilliant Silver Metallic,Yes,None reported,Yes,No,"CARFAX One-Owner. Clean CARFAX. Brilliant Silver Metallic 2023 Nissan Leaf SV Plus 4D Hatchback FWD 121/98 City/Highway MPG Single Speed Reducer Electric ZEV 214hp Leather Seats, Tow Package. 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Auto Hig|…|h-beam Headlights, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: NissanConnect Services, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front fog lights, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Garage door transmitter: HomeLink, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Heated steering wheel, Illuminated entry, Knee airbag, Low tire pressure warning, Navigation system: NissanConnect EV w/Navigation & Services, NissanConnect featuring Apple CarPlay and Android Auto, NissanConnect Services Powered by SiriusXM, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio data system, Radio: NissanConnect EV w/Navigation/SiriusXM, Rear anti-roll bar, Rear Parking Sensors, Rear side impact airbag, Rear window defroster, Rear window wiper, Remote keyless entry, Security system, Siri Eyes Free, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, and Wheels: 17 Machined Finish Aluminum Alloy. Odometer is 2446 miles below market average! 121/98 City/Highway MPG 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditio",2023-05-04T08:53:53.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PPC554929,Nissan Leaf S,2023,20000-29999,25990,"3287 Sonoma Blvd Vallejo, CA 94590",Y,Y,N,1N4AZ1BV1PC554929,Automatic,Automatic,Electric,,Electric,"",606,mi.,hatchback,Front-wheel Drive,Gun Metallic,Yes,None reported,,Yes,"CARFAX One-Owner. Clean CARFAX. 2023 Nissan Leaf SWise Auto Group dealerships inventory includes over 1000 quality pre-owned vehicles for you to choose from. Call today for details 707-643-8291.As your premier Solano County Nissan dealer, we here at Vallejo Nissan provide for every automotive need f|…|or drivers from Vacaville to Vallejo. Please feel free to explore our website to see our extensive inventory of new and used cars and SUVs. In addition to our friendly and knowledgeable sales staff, we also provide financing, service, and parts for drivers in the Vacaville, Sacramento, Vallejo, and Fairfield areas. While every reasonable effort is made to ensure the accuracy of this information, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Dealership personnel. Prices do not include additional fees and costs of closing, including government fees and taxes, any finance charges, any dealer documentation fees, any emissions testing fees or other fees. All prices, specifications and availability subject to change without notice. Contact dealer for most current information. Price may include Manufacturer Rebates and Incentives, please see dealer for details",2023-05-04T08:36:08.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PXR2978,Hyundai Sonata SEL,2023,20000-29999,27000,"701 E Oglethorpe Blvd Albany, GA 31705",Y,Y,N,KMHL14JA3PA290145,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4,2500.0,Gasoline,"",3508,mi.,sedan,Front-wheel Drive,White,Yes,None reported,,No,"CERTIFIED PRE OWNED  1 OWNER CLEAN CARFAX  LOW MILES  HEATED SEATS  GPS / NAVIGATION The ALL NEW Five Star Chrysler Jeep Dodge & Hyundai is Proud to offer you this Exceptional 2023 Hyundai Sonata, Appointed with the SEL Trim and is finished in White over Dark Gray w/Premium|…|Cloth Seating Surfaces inside. Come in and visit us today! Recent Arrival! 167 point inspection, 30+ MPG, balance of factory warranty, Bluetooth technology, certified pre-owned, factory GPS/navigation, heated seats, local trade in, low miles, new tires, panoramic sunroof/moonroof, rear back up camera, streaming audio, 1 Owner W/ Clean CarFax. CARFAX One-Owner. Clean CARFAX. White 2023 Hyundai Sonata SEL FWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 27/37 City/Highway MPG Hyundai Certified Pre-Owned Details:  Warranty Deductible: $50  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  173+ Point Inspection  Roadside Assistance  Vehicle History At Five Star's Albany Chrysler Dodge Jeep Ram we believe in Market Pricing all vehicles in our inventory so that we are able to pass those savings along to our customers. Please call 229-883-1700 for any questions. Proudly serving the Albany Georgia area along with these great cities: Columbus, Thomasville, Tifton, Valdosta, Moultrie, Americus, Cordele, Brunswick, Perry, Dothan, Tallahassee and surrounding areas. Price includes $799 service fee. Buyer is responsible for state, county and city taxes, tag, title and registration fees in the state where the vehicle will be registered. We sell and service a",2023-05-04T08:30:49.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NV230163A,Kia Forte GT-Line,2023,20000-29999,23360,"11750 Route 19 N Wexford, PA 15090",Y,Y,N,3KPF54AD3PE552615,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",4934,mi.,sedan,Front-wheel Drive,Blue,Yes,None reported,Yes,Yes,"Apple CarPlay / Android Auto, Adaptive Cruise Control, Autonomous Braking, Blind Spot Monitor, Bluetooth w/ Streaming Audio, Climate Control, Navigation, Push Button Start, Rearview Camera, Smart Key (keyless lock/unlock & start/stop), Sunroof, Touchscreen Stereo, Upgraded Stereo. 2023 Kia Forte GT-|…|Line Sporty Blue CARFAX One-Owner. Clean CARFAX. 2.0L 4-Cylinder MPI IVT FWD 28/39 City/Highway MPG Plus, with #1 Cochran's Market Based Pricing you can feel confident that you are receiving the Best Price and Value available to You! #1 Cochran has been providing the Tri-State area with excellent sales and service experiences for 50 Years. STOP! Buy Today! Let YOUR #1 Cochran experience begin!",2023-05-04T08:37:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HC75899,Hyundai Sonata SE,2023,20000-29999,23995,"4646 S State St Murray, UT 84107",Y,Y,Y,KMHL24JA5PA275899,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",3179,mi.,sedan,Front-wheel Drive,Red,No,None reported,,No,"2023 Hyundai Sonata SE 8 INCH COLOR TOUCHSCREEN DISPLAY SMART CRUISE CONTROL W/STOP & GO REARVIEW CAMERA W/ DYNAMIC GUIDELINES LANE DEPARTURE WITH LANE KEEP ASSIST FORWARD COLLISION DETECTION MULTIPLE DRIVE MODE SELECTION APPLE CARPLAY/ANDROID AUTO HYUNDAI CERTIFIED USED VEHICLES Incl|…|udes the following items:  Full comprehensive 179-point inspection  Industry-Leading 10-year/100,000 Mile Powertrain Limited Warranty  24/7 Roadside Assistance  Free CARFAX Report  Rental Car Reimbursement  Travel Interruption Reimbursement  Sirius XM 90 day trial  THESE VEHICLES ALSO INCLUDE:  Complimentary carwashes for life  Five-day exchange policy  Free annual state inspection  Uber/Lyft appointment transportation  WiFi, soda, and snacks All prices reflect dealer arranged financing. CALL 801-262-6401 FOR AN APPOINTMENT . At Murdock Hyundai we know that YOU are the heart of our Business! Our goal is not to sell a car, it is gain a relationship so we can help you with all your auto needs for years to come! This is only possible by making sure we take care of you! Internet Price based on financing through the dealership to receive entire discount. 28/38 City/Highway MPG",2023-05-04T08:29:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
